Title,Category,Location_Address,Location_City,Location_Venue,Event_Start
Festival Pacu Jalur Tradisional,Budaya,"Pasar Taluk, Kuantan Tengah, Kuantan Singingi Regency, Riau 29566",Riau,KAB. KUANTAN SINGINGI | RIAU,25-Aug-2024
Dieng Culture Festival,Budaya,"Simpang Terobosan, Bangko Jaya, siarang2, Kabupaten Rokan Hilir, Riau
",Banjarnegara,KAB. BANJARNEGARA | JAWA TENGAH,25-Sep-2024
Seren Taun Kasepuhan Cisungsang,Budaya,"Jl. H. Abdul Rozak, 8 Ilir, Kec. Ilir Tim. II, Kota Palembang, Sumatera Selatan 30163
",Banten,KAB. LEBAK | BANTEN,09-Nov-2024
Festival Kota Lama,Budaya,"Jl. Letjen Suprapto No.59, Tj. Mas, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50174
",Semarang,KOTA SEMARANG | JAWA TENGAH,15-Sep-2024
Jelajah Pesona Jalur Rempah,Budaya,"Island, Kurnia Jaya, Manggar, East Belitung Regency, Bangka Belitung Islands 33512
",Belitung,KAB. BELITUNG TIMUR | KEPULAUAN BANGKA BELITUNG,09-Aug-2024
Kenduri Riau,Budaya,"Pekanbaru, Tengkerang Barat, Marpoyan Damai, Pekanbaru City, Riau 28289",Riau,KOTA PEKANBARU | RIAU,15-Sep-2024
Rang Solok Baralek Gadang,Budaya,"Kampung Jawa, Tanjung Harapan, Solok City, West Sumatra",Sumatera Barat, KOTA SOLOK | SUMATERA BARAT,21-Sep-2024
Balikpapan Fest,Budaya,"Jl. Ruhui Rahayu No.1, Sepinggan, Kecamatan Balikpapan Selatan, Kota Balikpapan, Kalimantan Timur 76115",Bali,"KOTA BALIKPAPAN | KALIMANTAN TIMUR
Balikpapan Fest merupakan salah satu event yang",29-Sep-2024
Festival Salo Karajae,Budaya,"Lumpue, Bacukiki Barat, Parepare, South Sulawesi 91123",Sulawesi  Selatan,KOTA PARE PARE | SULAWESI SELATAN,10-Jan-2024
Nusa Penida Festival,Budaya,"Batununggul, Nusa Penida, Klungkung Regency, Bali 80771",Bali,KAB. KLUNGKUNG | BALI,10-Jun-2024
Festival 7 Sungai,Budaya,"Jl. Bolang 3, RT.15/RW.04, Cibuluh, Kec. Tanjungsiang, Kabupaten Subang, Jawa Barat 41284",Subang,"Kawasan Wisata Cibuluh, Subang",07-Jul-2023
Festival Sekala Bekhak,Budaya,Lampung,Lampung,pelataran Gedung Budaya yang diberi nama Lamban Pancasila.,07-Dec-2023
Festival Reog Ponorogo,Budaya,"Ponorogo, Tamanarum, Ponorogo, Ponorogo Regency, East Java",Ponorogo,"Alun-alun Ponorogo, Kabupaten Ponorogo, Jawa Timur",28-Jul-2022
Festival Kaghati Kalope,Budaya,"Lohia, Muna Regency, South East Sulawesi",Sulawesi,"Desa Liangkabori, Sulawesi Tenggara",25-Jul-2023
Festival Candi Muaro Jambi,Budaya,Komplek Perkantoran Bukit Cinto Kenang Jl.Lintas Timur KM. 26 Sengeti.,Jambi,"Kabupaten Muaro Jambi, Jambi",29-Jul-2023
Seren Taun Gelaralam (Ciptagelar),Budaya,"Sirnaresmi, Cisolok, Sukabumi Regency, West Java",Sukabumi,KAB. SUKABUMI | JAWA BARAT,10-Jun-2024
Iraw Tengkayu,Budaya," Pantai Amal, Tarakan Timur, Tarakan City, North Kalimantan",Tarakan,KOTA TARAKAN | KALIMANTAN UTARA,10-Jun-2024
Festival Asmat Pokman,Budaya,"Jl. Museum No.1, Bis Agats, Distrik Agats, Kabupaten Asmat, Papua 99777",Asmat,KAB. ASMAT | PAPUA,10-Nov-2024
Festival Pesona Selat Lembeh,Budaya,"East Bitung, Maesa, Bitung City, North Sulawesi",Bitung,KOTA BITUNG | SULAWESI UTARA,10-Oct-2024
Festival Siak Bermadah,Budaya,"Jl. Sultan Ismail, Kp. Dalam, Kec. Siak, Kabupaten Siak, Riau 28773",Siak,KAB. SIAK | RIAU,10-Dec-2024
Festival Danau Poso,Budaya,"Poso River, Gebang Rejo, Poso Kota, Poso Regency, Central Sulawesi",Poso,KAB. POSO | SULAWESI TENGAH,13-Oct-2024
Festival 5 Danau,Budaya,"kampung dalm, Limau manis, Tigo Lurah Bajanjang, Kabupaten Solok, Sumatera Barat",Sumatra Barat,KAB. SOLOK | SUMATERA BARAT,16-Oct-2024
Festival Lamaholot,Budaya,"Koramil 03, Dori Pewut, Kec. Atadei, Kabupaten Lembata, Nusa Tenggara Tim.
",Nusa Tenggara Timur, KAB. LEMBATA | NUSA TENGGARA TIMUR,19-Oct-2024
Festival Pesona Raja Ampat,Budaya,"Jalan Raya, Waisai, Raja Ampat Regency, West Papua 98482",Papua,KAB. RAJA AMPAT | PAPUA BARAT,20-Oct-2024
Hudoq Pekayang,Budaya,"Jalan poros sungai baran, Datah Naha, Long Pahangai, Mahakam Ulu, Kalimantan Timur
",Kalimantan Timur,KAB. MAHAKAM ULU | KALIMANTAN TIMUR,22-Oct-2024
Wakatobi Wave,Budaya,"Jl. Jend. Ahmad Yani No.140, Kabupaten Wakatobi, Sulawesi Tenggara 93791
",Sulawesi Tenggara,KAB. WAKATOBI | SULAWESI TENGGARA,28-Oct-2024
Festival Tanjung Waka,Budaya,"Jl. Desa Pohea, Fatkauyon, Kec. Sulabesi Timur, Kabupaten Kepulauan Sula, Maluku Utara",Sumatra Utara,KAB. KEPULAUAN SULA | MALUKU UTARA,28-Oct-2024
Ruai Rindu Meratus,Budaya,"MMM, Pipitak Jaya, Piani, Tapin Regency, South Kalimantan 71191",Kalimantan Selatan,KAB. TAPIN | KALIMANTAN SELATAN,27-Oct-2024
Festival Pinisi,Budaya,"Bulolohe, Rilau Ale, Bulukumba Regency, South Sulawesi",Sulawesi , KAB. BULUKUMBA | SULAWESI SELATAN,27-Oct-2024
Banda Neira Festival,Budaya,"Kampung baru RT 03, Kec. Banda, Kabupaten Maluku Tengah, Maluku",Maluku, KAB. MALUKU TENGAH | MALUKU,16-Nov-2024
International Mask Festival,Budaya,"Surakarta, Kampung Baru, Pasar Kliwon, Surakarta City, Central Java 57133",Surakarta,KOTA SURAKARTA | JAWA TENGAH,16-Nov-2024
Festival Rupat,Budaya,"Pangkalan Batang, Bengkalis Sub-District, Bengkalis Regency, Riau",Riau,KAB. BENGKALIS | RIAU,18-Nov-2024
Festival Perang Topat,Budaya,"Lingsar, West Lombok Regency, West Nusa Tenggara 83371",Nusa Tenggara Barat,KAB. LOMBOK BARAT | NUSA TENGGARA BARAT,16-Nov-2024
Festival Tumbe,Budaya,"Kec. Banggai Tengah, Kab. Banggai Laut, Sulawesi Tengah 94891",Sulawesi,KAB. BANGGAI LAUT | SULAWESI TENGAH,12-Apr-2024
Festival Pesona Minangkabau,Budaya,"Pagaruyung, Tanjung Emas, Tanah Datar Regency, West Sumatra 27281",Sumatera,KAB. TANAH DATAR | SUMATERA BARAT,12-Aug-2024
Grebeg Sudiro,Budaya,"Jl. RE. Martadinata No.12, Sudiroprajan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57121",Jawa,KOTA SURAKARTA | JAWA TENGAH,01-Jan-2024
Cap Go Meh Singkawang,Budaya,"Singkawang, Melayu, Singkawang Barat, Singkawang City, West Kalimantan 79111",Kalimantan,KOTA SINGKAWANG | KALIMANTAN BARAT,24-Feb-2024
Sabang Marine Festival,Budaya,"uta Ateueh, Sukakarya, Sabang City, Aceh",Sabang,KOTA SABANG | ACEH,03-Mar-2024
Festival Arakan Sahur,Budaya,"Tungkal III, Tungkal Ilir, West Tanjung Jabung Regency, Jambi 36514",Jambi,KAB. TANJUNG JABUNG BARAT | JAMBI,13-Apr-2024
Pesta Adat dan Budaya Lom Plai,Budaya,"Nehes Liah Bing, Muara Wahau, East Kutai Regency, East Kalimantan 75655
",Kalimantan Timur,KAB. KUTAI TIMUR | KALIMANTAN TIMUR,
Aceh Ramadhan Festival,Budaya,"Jl. Moh. Jam No.1, Kp. Baru, Kec. Baiturrahman, Kota Banda Aceh, Aceh",Aceh, KOTA BANDA ACEH | ACEH,04-Jan-2024
Festival Bale Nagi,Budaya,"Lohayong, Larantuka, East Flores Regency, East Nusa Tenggara",Nusa Tenggara Timur, KAB. FLORES TIMUR | NUSA TENGGARA TIMUR,04-Jun-2024
Festival Rimpu Mantika,Budaya,"Lapangan serasuba, Paruga, Kec. Rasanae Bar., Kab. Bima, Nusa Tenggara Bar. 84118",Nusa Tenggara Barat,KOTA BIMA | NUSA TENGGARA BARAT,27-Apr-2024
Festival Semarapura,Budaya,"Semarapura Kelod, Klungkung, Klungkung Regency, Bali",Bali,KAB. KLUNGKUNG | BALI,
Noken Street Fashion,Budaya,"Wamena Kota, Wamena, manakuari, Papua",Papua,KAB. JAYAWIJAYA | PAPUA,16-May-2024
Seba Baduy,Budaya,"Kanekes, Leuwidamar, Lebak Regency, Banten",Banten,KAB. LEBAK | BANTEN,19-May-2024
Festival Budaya Isen Mulang,Budaya,"Menteng, Jekan Raya, Palangka Raya City, Central Kalimantan 74874",Kalimantan Tengah,KOTA PALANGKARAYA | KALIMANTAN TENGAH,23-May-2024
Festival dan Gelar Budaya Hari Nelayan,Budaya,"Depantugu jangilus batusapi, Pelabuhanratu, Kec. Pelabuhanratu, Kabupaten Sukabumi, Jawa Barat 43364",Sukabumi,KAB. SUKABUMI | JAWA BARAT',21-May-2024
Festival Pesona Aekhula,Budaya,"Jl. Budiutomo, Iraono Gambo, Kec. Mandrehe, Kabupaten Nias Barat, Sumatera Utara",Sumatera Utara,KAB. NIAS BARAT | SUMATERA UTARA,26-May-2024
Gelar Melayu Serumpun,Budaya,"Istana Maimun, A U R, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20212",Sumatera Utara,KOTA MEDAN | SUMATERA UTARA,
Semasa Piknik,Budaya,"Jl. Banteng Selatan, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710",Dki Jakarta,KOTA ADM. JAKARTA PUSAT | DKI JAKARTA,07-Feb-2024
Gawia Sowa International Cross Border Tourism Event,Budaya,"Semunte, Kec. Tujuh Belas, Kabupaten Bengkayang, Kalimantan Barat
",Kalimantan Barat,KAB. BENGKAYANG | KALIMANTAN BARAT,06-Apr-2024
Festival Teluk Jailolo,Budaya,"Tosoa, Ibu Selatan, West Halmahera Regency, North Maluku",Maluku,KAB. HALMAHERA BARAT | MALUKU UTARA,06-Aug-2024
Kenduri Seni Melayu,Budaya,"Batam, Jodoh River, Batu Ampar, Batam City, Riau Islands",Riau,KOTA BATAM | KEPULAUAN RIAU,06-Sep-2024
Trans Studio Bali Tickets,Wisata,"Trans Studio Bali. Jl. Imam Bonjol No.440, Pemecutan Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia",Denpasar,Trans Studio Bali,10-Apr-2024
Eco Green Park Tickets (Jatim Park Group),Wisata,"Eco Green Park, Jl. Oro-Oro Ombo No.9A, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia",Batu,Eco Green Park,07-Apr-2024
Jatim Park 3,Wisata,"Jawa Timur Park 3, Jl. Ir. Soekarno No.112, Beji, Junrejo, Kota Batu, Jawa Timur 65236, Indonesia",Batu,Jawa Timur Park 3,25-Aug-2024
Trans Snow World Makassar,Wisata,"TRANS SNOW WORLD MAKASSAR, Lantai 1, Trans Studio Mall Makassar, Jl. Metro Tj. Bunga No.51 A, Maccini Sombala, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90024, Indonesia",Makassar,TRANS SNOW WORLD,06-Aug-2024
Batu Night Spectacular (BNS) Tickets (Jatim Park Group),Wisata,"Jl. Hayam Wuruk No.1, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65316, Indonesia",Batu,Batu Night,10-Jun-2024
